CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2000.8,10/19/2000,10/19/2000,EPSG,Deleting records via forms does not delete associated aliases from alias table,All,,,Added warning to edit/add forms.
2000.81,10/19/2000,10/19/2000,EPSG,Add European vertical datums,,,,Added vertical datum 5129; vertical CS 5730; compound CS 7409.
2000.82,10/19/2000,10/19/2000,EPSG,Correct CS axis orientation,Coordinate System,32755,,Corrected second axis orientation from west to north.
2000.83,10/19/2000,10/19/2000,EPSG,Review Similarity Transformation reversibility,Transformation Method,9621,,"changed  reverse transformation switch from ""Yes"" to ""No"" and changed reversibility of the four transformation parameters to be blank ; modified last sentence in formulae and added add't sentence regarding non-reversibility of method."
2000.84,12/31/2000,12/31/2000,EPSG,Version 5.1 release,,,Database structure update.  Changes through 2000.47 but with actions still remaining on some earlier change requests.,Version 5.1 database to web site in final form
2000.85,1/9/2001,6/5/2001,Philippe Chessel; IHS Energy,Add Greenland Lambert projection data.,,,Danish mapping/geodetic agency KMS has no knowledge of these projections and no evidence of widespread public use has been furnished.,No action. Informed reporter.
2000.861,1/12/2001,6/5/2001,EPSG,"Add aliases for Gold Coast foot (ftGC, foot).",Unit of Measure,9094,,Added aliases.
2000.862,1/12/2001,6/5/2001,EPSG,Order alias by naming system.,,,,
2001.01,1/14/2001,11/6/2001,Norm Berls; Geoquest,Check under Access 2000,,,Importing v97 db into  v2000 db under Windows2000 seems to prevent the instability caused by importation under Windows97.,None.
2001.02,1/19/2001,11/6/2001,EPSG,Add WGS84 geocentric CRS,,,Geocentric not actioned for v5.3.,Added CRS 4327 to v5.3 and v6.0; 4328 to v6.0 only.
2001.03,2/5/2001,11/6/2001,"Paul Beaty, Georgia Tech",Add US feet for NAD83 SPCS,,,(Continued on record 2001.031…),Added proj 15304-15371 and projCRS 2222-2289.  Remarks added to equivalent metric records. Added aliases to projCRS 2205; 26929-78; 26980-98; 32100-61.
2001.031,2/5/2001,11/6/2001,"Paul Beaty, Georgia Tech",(… continued from 2001.300),Coordinate Operation,"15040, 15303 and 1ss3z (where 01=<ss=<52 and 0=<z<10) except 11631.",Applies to all NAD83 State Plane zones in metres.,"For proj codes 15040, 15303 and 1ss3z (where 01=<ss=<52 and 0=<z<10) except 11631, replaced name and added previous name as an alias."
2001.04,3/23/2001,6/5/2001,Philippe Chessel; IHS Energy,Add Sierra Leone data,,,,Added geodetic datums 6174-75; geog CRS 4174-75; projCRS 2159-62; geod tfm 1614.
2001.051,3/23/2001,6/5/2001,EPSG,Correct spelling of POSGAR alias,Alias,4172,,"Changed alias ""National Geodetic System [Argenina]"" to ""National Geodetic System [Argentina]"""
2001.052,3/23/2001,6/5/2001,EPSG,Add alias for Clarke 1880 (Arc) ellipsoid,Alias,7013,,Added aliases.
2001.06,3/23/2001,6/5/2001,EPSG,Add new offshore Norway transformations,Coordinate transformation,1450 1588-90 8046-47 8569-70,,"Added geod tfm 1612 and 1613.  Added second alias for EUREF89 to geod tfm 1588-89.  Added remarks to geod tfm 1450,1588-90 and concatenated tfm 8046-47, 8569-70."
2001.07,5/17/2001,6/5/2001,Deborah Cruse; USGS,Add US National Atlas projection,Ellipsoid;  Geodetic Datum;  Coordinate Reference System,7035 6035 4035,,Deprecated 7035 4035 6035. Added ellipsoid 7047; datum 6047; geogCRS 4047; proj method 9820; proj 19965; projCRS 2163.
2001.08,5/17/2001,6/5/2001,Miguel Filgueiras; Univ. of Porto,Correct Lambert Conic Conformal and Mercator projection formulae.,Transformation Method,9801 9802 9804,Same changes made to Guidance Note #7.,Amended formula for t' in methods 9801 and 9802;  for N and t in method 9804.
2001.09,5/18/2001,11/6/2001,EPSG,Add transformation methods,,,,Added proj methods 9821-23 and 9825; tfm method 9635; proj 19968; projCRS 32662.
2001.091,6/5/2001,6/5/2001,EPSG,Add UTM zoned systems,,,,Added coord operation parameters 8830-31; proj method 9824; proj 16000 and 16100; CRS 32600 and 32700.
2001.1,4/8/2001,6/5/2001,"Dai Jones, IHS Energy",Add Clarke 1880 IGN General datum,,,"Clarke 1880 (IGN) is an ellipsoid, not a datum.",Informed reporter.
2001.11,4/8/2001,6/5/2001,"Dai Jones, IHS Energy",Clarify Cote d'Ivoire data,Coordinate Reference System,4142 4143 4226,,Deprecated geogCRS 4226. Added proj 17005; projCRS 2164-65; aliases to geogCRS 4142-43.
2001.12,5/18/2001,11/6/2001,EPSG,Add EuroGeographics data,Operation Method,9809,See also 2001.550.,"Added: alias to proj method 9809; proj 16269-75, 18086, 18281-5, 18300, 18305-8, 19966-67, 19969-70; datum 6178-85, 6191; geogCRS 4178-85, 4191; projCRS 2166-69, 2171-92, 2199, 3301, 20791, 27491; coord operation 1619-1664."
2001.121,8/15/2001,11/6/2001,EPSG,Reduce precision of Swiss transformation parameter values,Coordinate Operation,1510,"3 decimal place precision of original info from BfL reduced to 1 dp to be consistent with information issued through EuroGeographics. Changed 1510 v4.4 parameter values from dX=674.374 to 674.4, dY=15.056 to 15.1 and dZ=405.346 to 405.3.",Deprecated in v6 and deleted from v5 code 1510. Added code 1766.
2001.122,8/15/2001,11/6/2001,EPSG,Rename transformation for east Germany,Coordinate Operation,1310,Effect is to replace Pulkovo 1942 to ETRS89 (1) with Pulkovo 1942(83) to ETRS89 (1).,Deprecated code 1310 v5.1.  Added code 1674.
2001.13,5/18/2001,6/5/2001,Roel Nicolai; Shell,Add new Netherlands transformation,,,Geodesia 2001-2 pp64-69 www.geodesia.nl,Not added to db - scientific use only.
2001.141,6/22/2000,6/5/2001,ISO 19127 project team,Add Antarctic CRS,,,,Added datum 6176; geog CRS 4176.
2001.142,6/22/2000,6/5/2001,ISO 19127 project team,Add New South Wales Integrated CRS,,,Insufficient data provided,
2001.15,6/22/2000,11/6/2001,ISO 19127 project team,Add South African and Namibian data,Ellipsoid;  Geodetic Datum,7006  6006 6293,"Requested datum, projection and CRS data already in database.",Added ellipsoid 7046 Bessel Namibia (GLM); deprecated in v6.1 and deleted from v5.3 ellipsoid 7006. Amended geodetic datums 6006 and 6293 to reference ellipsoid 7046 rather than 7006.
2001.16,5/17/2001,6/5/2001,EPSG,Add Brunei transformation,Coordinate transformation,1592,,Added geod tfm 1615.  Added remarks and amended area of use for geod tfm 1592.
2001.17,6/5/2001,1/26/2002,EPSG,Add Greenland data,Datum; Coordinate Reference System; Coordinate Operation,6287; 4287; 1211,Changed  name from Qornoq to Qornoq 1927.  Future Greenland96 system not included as details not yet available.,Deprecated datum 6287 geogCRS 4287 and tfm 1211. Added areas 2556-73; proj conv method 9826; proj 18421-28 and 18432-37; CS 4501; datums 6194-96; geogCRS 4194-96; projCRS 2216-18 2221 and 2296-2307; tfm 1798-1800.
2001.18,6/5/2001,6/5/2001,EPSG,Correct Balkans CRS,Coordinate Reference System,31265-68,"Replaced 31265-68 with 31275-78 to correct scale factor, and order of and abbreviation for axes.",Added proj 18275-78; projCRS 31275-78.  Deprecated in v6.0 and deleted from v5.2 codes 31265-68.  But see also change 2001.31.
2001.181,6/5/2001,6/5/2001,EPSG,Correct German CRS,Datum; Coordinate Reference System; Area,6314  31461-5  1628,ProjCRS 31462-65 replaced by 31466-69 respectively. ProjCRS 31461 not replaced.,Deprecated in v6.0 and deleted in v5.2 projCRS 31461-65; added projCRS 31466-69.  Corrected name and origin details for datum 6314.  In v6.1 only deprecated area 1628.
2001.182,6/5/2001,6/5/2001,EPSG,Correct Austria CRS,Coordinate Reference System,31291-31297,Replaced 31291-97 with 31281-87 to correct order of axes.,Deprecated in v6.0 and deleted from v5.2 codes 31291-97; added 31281-87.
2001.183,6/5/2001,6/5/2001,EPSG,Correct Austria transformation,Coordinate transformation,1471,Replaced 1471 with 1618 to correct sign of parameters.,Deprecated in v6.0 and deleted from v5.2 code 1471; added 1618.
2001.19,6/23/2001,6/25/2001,Melita Kennedy; ESRI,Correct GRS80 authalic sphere,Ellipsoid;  Geodetic Datum; Coordinate Reference System,7047 6047 4047 2163,Replaced 7047 with 7048 to correct value of parameters.,Deleted from v5.21 code 7047; added 7048.  Amended datum 6047 to reference 7048.
2001.201,6/11/2001,6/11/2001,EPSG,Version 5.2 release,,,,
2001.202,6/25/2001,6/25/2001,EPSG,Version 5.2.1 release,,,,
2001.21,7/17/2001,7/17/2001,EPSG,Correct Netherlands transformation,Coordinate Operation,1571,,See 2001.34
2001.221,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via GDA94 with single tfms.,Coordinate Operation,See action,"Effect is to replace 1m accuracy concat tfm 8396 by single tfm 1665, 8400 by 1666, 8576-77 by 1667-78 and 8194 by 1669 whilst deleting concat tfms of lower and higher accuracy.",Deprecated in v6.0 and deleted in v5.3 codes 8190 8192 8194 8396 8398 8400 8408 8453-54 8560 and 8576-79; added 1665-69.
2001.222,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via ETRS89 with single tfms.,Coordinate Operation,See action,See also change records 2001.121 and 2001.122.,Deprecated in v6.0 and deleted in v5.3 codes 8183 8195 8199 8234 8236 8457 8567 8572-73 8580; added 1671-73 1675-81.
2001.223,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via NZGD2000 with single tfms.,Coordinate Operation,8563,,Deprecated in v6.0 and deleted in v5.3 code 8563; added 1670.
2001.225,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via NGN96 with single tfms.,Coordinate Operation,See action,,Deprecated in v6.0 and deleted in v5.3 code 8530; added 1682.
2001.226,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via Moznet with single tfms.,Coordinate Operation,See action,,Deprecated in v6.0 and deleted in v5.3 codes 8215 8217 8219 8221 8223; added 1683-87.
2001.227,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via NAD83 NAD83(HARNS) and NAD83(CSRS98) with single tfms.,Coordinate Operation,See action,,Deprecated in v6.0 and deleted in v5.3 codes 8243 8245 8388 8390 8392 8394 8404 8406 8418-22 8564-66; added 1688-1700 and 1702.
2001.228,8/15/2001,11/6/2001,EPSG,Replace concatenated transformations to WGS84 via NAD83 with transformations via NAD83(HARN).,Coordinate Operation,See action,Effect is to replace concat tfm 8386 for Hawaii and 8402 for Puerto Rico by tfms 8582 and 8583 respectively using Nadcon HARN file for second step instead of zero geocentric tfm.,Deprecated in v6.1 and deleted in v5.3 codes 8386 8402. Added single tfms 1741 and 1731 and concatenated tfms 8582-83.
2001.229,8/15/2001,11/6/2001,EPSG,Add transformations to WGS84 via NAD83(HARN),,,Nadcon NAD83>NAD83(HARN) used for NAD83>WGS 84.,"Added NAD83>WGS84 tfms 1708-30, 1732-40, 1742-50 and NAD27>NAD83>WGS84 concatenated tfms 8590-8630 [v6.0 only (not v5.3)]."
2001.23,8/17/2001,11/6/2001,Melita Kennedy; ESRI,Correct error in New Zealand transformation parameter value,Coordinate Operation,1567,Sign of z-axis rotation corrected from 1.024 to -1.024,Deprecated in v6.0 and deleted from v5.3 code 1567. Added 1701.
2001.24,8/15/2001,11/6/2001,EPSG,Add additional US Nadcon data,,,See change record 2001.229 for versions to WGS 84.,Added tfms 1704-07; concatenated tfms 8586-89.
2001.25,8/28/2001,11/6/2001,Mark Tuttle; Shell Todd Oil Services,Add New Zealand TM projection,,,,Added conversion 19971 and projCRS 2193.
2001.26,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct spelling of Czech/Slovak datum,Datum,6156 6818,"(i) In v6.0 of the db, datum 6156 was deprecated and replaced by 6186, to which geogCRS 4156 repointed. This reversed for v6.1.  (ii) See change record 2001.510.","For datum 6156, name ""Jednote Trigonometricke Siti Kataastrali"" replaced by ""Jednotné Trigonometrické Síte Katastrální"". Alias for datum 6818 corrected to ""Jednotné Trigonometrické Síte Katastrální""."
2001.27,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct name of Qatar datum,Datum,6285,"(i) In v6.0 of the db, datum 6285 was deprecated and replaced by 6187, to which geogCRS 4285 repointed. This reversed for v6.1.  (ii) See change record 2000.290.","For datum 6285, datum name ""Qatar"" replaced by ""Qatar 1974""."
2001.28,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct information source for Korea data,Datum; Coordinate Reference System,6162 4162 2096-98,,Corrected information source.
2001.29,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct remarks for Swiss data,Coordinate Reference System,21781,,"In remarks, code 256 corrected to 2056."
2001.3,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct Source CRS for Canada PEI,Coordinate Reference System,2291,,Deprecated in v6.0 and deleted in v5.3 code 2291 and replaced with 2292.
2001.31,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct CRS for Balkans,Coordinate Reference System,31278,Error in map projection attached.  See 2001.180,Deprecated in v6.0 and deleted in v5.3 code 31278 and replaced with 31279.
2001.32,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct data for American Samoa,Coordinate Operation; Coordinate Reference System,15300 2155-56,,Deprecated in v6.0 and deleted in v5.3 projection 15300 and CRS 2155; replaced with projection 15301 and CRS 2194. Deprecated in v6.0 and deleted in v5.3 projCRS 2156; added projCRS 2195.
2001.33,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct area of use for Sirgas,Coordinate Operation; Coordinate Reference System,1581 4170,,Added Peru to area; corrected spelling of Uruguay.
2001.34,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct transformation for Netherlands,Coordinate Operation,1571,Remarks for 8572 also amended to make clearer.,1571 deprecated in v6.0 and deleted in v5.3; replaced with 1751. Amended remarks in 1112 in v6.0 only (not v5.3).
2001.35,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct transformation for Alberta,Coordinate Operation,1602,,1602 deprecated in v6.0 and deleted in v5.3; replaced with 1752.
2001.36,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct information source for Belgium,Coordinate Operation,1609-10  19961,,Updated information source url.
2001.37,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct transformation for Switzerland,Coordinate Operation,1508,Wrong unit for scale difference.,1508 deprecated in v6.0 and deleted from v5.3; replaced with 1753.
2001.38,6/27/2001,11/6/2001,Melita Kennedy; ESRI,Correct transformation for Nigeria,Coordinate Operation,1534,Wrong unit for scale difference.,1534 deprecated in v6.0 and deleted from v5.3; replaced with 1754.
2001.39,8/28/2001,11/6/2001,EPSG,Correct names of longitude rotations,Coordinate Operation,1258-59 1261 1263 1268-70 1466-68 1519,"Transformation name did not correspond with target CRS name. "" (Greenwich)"" deleted from transformation names.",Deprecated in v6.1 and deleted from v5.3 tfm codes 1258-59 1261 1263 1268-70 1466-68 1519; added 1755-65.
2001.4,8/28/2001,11/6/2001,EPSG,Deprecate erroneous transformation for Alaska,Coordinate Operation,8497,"Step 2 applies to lower 48, not Alaska.",8497 deprecated in v6.0 and deleted in v5.3.
2001.41,8/29/2001,8/29/2001,EPSG,Version 6.0 release to ISO 19127 project team.,,,Not a public release.,Version 6.0 release to ISO 19127 project team leader.
2001.42,9/2/2001,9/2/2001,EPSG,Version 6.02 release to ISO 19127 project team.,,,Not a public release.,Version 6.02 release to ISO 19127 project team.
2001.43,9/9/2001,11/6/2001,EPSG,Separate areas for Finland zone 3,Coordinate Reference System,2393,,Area for 2393 amended. Also added aliases to 2391-94.
2001.44,9/9/2001,11/6/2001,EPSG,Correct area for Deir,Datum,6277,V6.1 only.  Field does not apply to v5.  Error was introduced in v6.0.,Corrected area of use from Syria to Lebanon and Syria.
2001.45,9/25/2001,11/6/2001,Marc-Andre Morin; Altaphoto,Correct US Tennessee and Kentucky SP projections,Coordinate Operation; Coordinate Reference System,11631  14100  26979  32036,,Deprecated in v6.1 and deleted from v5.3 proj 11631 and 14100 and projCRS 32036 and 26979; added proj 15302-03 and projCRS 2204-05.
2001.46,10/12/2001,11/6/2001,EPSG,Add aliases for France NGF,Datum,5118-20,See change record 1997.372.,Added further aliases to datums 5118-5120.
2001.47,10/12/2001,11/6/2001,EPSG,Deprecate Cote d'Ivoire datum,Datum,6226,Exists only as an alias for Abidjan and Locodjo (codes 6143 and 6142).  See change record 2001.110.,Deprecated in v6.1 and deleted from v5.3 datum 6226.
2001.48,10/12/2001,11/6/2001,EPSG,Correct Irish data,Coordinate Operation; Coordinate Reference System,19908  29900,,"Deprecated in v6.1 and deleted from v5.3 proj 19908 and projCRS 29900; added datum 5130 5131 6188, proj 19972-73, geogCRS 4188, projCRS 29901-03, vertCRS 5731-32. Additional remarks added to geogCRS 4299 and 4300. Alias added to 4300."
2001.49,10/25/2001,11/6/2001,Mike Nottage; TotalFinaElf,Add Venezuela REGVEN data,,,,Added geod datum 6189 and geogCRS 4189; proCRS 2201-03; tfm param 8667; tfm method 9636; tfm 1767-72.
2001.5,10/26/2001,11/6/2001,EPSG,Add Danish data,,,"Full definitions for older GI datum and Systems 34 and 45, plus polynomial transformations between these and ED50/UTM, not available.","Added proj 18401-03, projCRS 2196-98; vert datum 5132, vertCRS 5733."
