CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2003.381,12/31/2003,1/7/2004,EPSG,Eliminate alias CRS name,Coordinate Reference System,4126,Old name LKS94 (ETRS89) included as alias to replacement record.,"Changed CRS name from ""LKS94 (ETRS89)"" to ""LKS94""."
2003.39,12/31/2003,1/7/2004,EPSG,Withdraw support for code-concatenated geogCRSs,Coordinate Reference System; Coordinate Operation; Coordinate Operation Method; Coordinate System,Any CRS code > 32767; conversions 101-108; methods 9637-44; CS 6401-02 and 6405-20.,Degree representations no longer supported. GN7 updated.,"Deprecated geographic CRSs with code in range 6xxx6405, 6xxx6413, 63266405-20; conversions 101-108, methods 9637-44; CS 6401-02 and 6405-20."
2004.01,1/6/2004,1/7/2004,Melita Kennedy; ESRI,Resolve discrepancy in method codes,,,Error in Guidance Note 7 references to database method codes corrected in January 2004 version of GN.,No action required to database records.
2004.02,1/6/2004,1/7/2004,Melita Kennedy; ESRI,Correct Netherlands transformation,Coordinate Operation,1961,,Deprecated tfm 1961 and added replacement 1999.
2004.03,1/8/2004,1/8/2004,Melita Kennedy; ESRI,Correct tranformation variant,Coordinate Operation,1770 1772,,Deprecated tfms 1770 and 1772 and added replacements 1095-96.
2004.04,1/13/2004,1/13/2004,EPSG,v6.5 release.,,,,
2004.05,1/15/2004,4/27/2004,EPSG,Add Trinidad transformations,,,,Added tfm 10085.
2004.06,1/15/2004,3/1/2004,EPSG,Add datum information,Datum,5118 5120 5151 6223 6302 6816,,"Added origin description to datums 5118, 5120 and 5151.  Added datum epoch to 5120 and 5151. Amended alias for 5151. Added datum epoch and remarks to datums 6223 6816. Amended origin details and source info for datum 6302."
2004.07,1/15/2004,1/15/2004,Alan Haugh; Hydrosearch,Clarify usage of Italy geogCRS,Coordinate Reference System,4265 4806 3003-04,See change request 2003.360.,Amended scope of CRSs 4265 and 4806 to include minerals licencing. Also added aliases to these and CRSs 3003-04.
2004.08,1/15/2004,1/20/2004,EPSG,Add Italy transformations,Coordinate Operation,1169 1659-64,,Added area 2882-88; tfm 1088-1094. Added aliases to tfm 1169 and 1659-64.
2004.09,1/29/2004,1/30/2004,Stefan Steiniger,Correct signs of Germany transformation,Coordinate Operation,1309,Parameter values for 1309 are consistent with its method (Coordinate Frame).,Amended remarks.
2004.1,2/8/2004,9/14/2004,EPSG,Add European vertical information,Datum; Coordinate Reference System,5101 5105 5109 5117 5127-29 5132 5138 5730,,"Added coord op parameters 8730-31, coord op method 8731, vert datums 5172-5185, vertCRS 5774-5787, tfm 5415-5431. Added origin description and remarks to datums 5101 5105 5109 5117 5127-29 5132 5138. Scope revised for datums 5127-28. Name for vertCRS 5730 amended from ""European Vertical Reference System 2000"" to ""EVRF2000""."
2004.11,2/11/2004,3/9/2004,EPSG,Add New Zealand data,,,,"Added Chatham Islands data: area 2889, datum 6672-73, geogCRS 4672-73, tfm 1080-82. Added additional remarks to datum 4167 and CRSs 6167 and 6272. Added vertical data: datum 5157-5170, vertCRS 5759-5772."
2004.12,3/1/2004,4/27/2004,Reino Ruotsalainen; National Land Survey of Finland,Add Finnish data,Coordinate Operation,1638-39,,Added proj 16065 and projCRS 3067; tfm 10098-99. In tfm 1638 and 1639 changed remarks.
2004.13,3/9/2004,3/9/2004,EPSG,Add Luxembourg transformation.,,,,Added tfm 1078 and 1079.
2004.14,3/17/2004,10/14/2004,EPSG,Add Netherlands transformations.,Coordinate Operation,1751,,Added tfm 1066. Changed remarks for 1751 to refer to 1066.
2004.141,3/17/2004,4/7/2004,EPSG,Amend Molodenski-Badekas method name,Coordinate Operation Method,9606-07 9636,Similar change to GN7. Change made to clarify that the coordinates of the evaluation point are critical parameters.,"Inserted ""10-parameter"" into method name, added alias, example and remarks to method 9636. Added alias and alias remarks and made minor changes to example to methods 9606 and 9607."
2004.15,3/17/2004,4/27/2004,EPSG,Add Israel data.,Area; Datum,1296; 6141 6281,,"Aliases added to datums 6141 628. Amended area of use for ED50 and ED50 / UTM zone 33 (area codes 1296 and 1639) to include Israel offshore. Added area 2896-97, coord op param 8728-29, coord op method 9656, tfm 1071-1075 and 8650."
2004.16,3/17/2004,4/27/2004,EPSG,Add/amend Nigeria transformations.,Coordinate Operation,1818,,Added tfm 1067. Deleted remarks concerning Statoil from tfm 1818.
2004.161,3/26/2004,4/27/2004,EPSG,Amend Nigeria CRS usage,Coordinate Reference System,2311,,"Updated area of use, scope and remarks information."
2004.17,3/24/2004,4/9/2004,EPSG,Correct remarks,Coordinate Operation,1026-28,,Corrected codes referenced in remarks.
2004.181,3/26/2004,3/26/2004,EPSG,Correct spelling,Area,2058 2060,,Corrected spelling of Burkina Faso.
2004.182,3/26/2004,3/26/2004,EPSG,Correct remarks,Coordinate Operation,1454 1804,,"In remarks for tfm 1454, deleted ""to"". In remarks for tfm 1804, amended ""1159"" to ""1559""."
2004.183,3/26/2004,3/26/2004,EPSG,Correct remarks,Datum; Coordinate Reference System,6120; 4134 4910-19,,"In remarks for datum 6120, added supersession info. In remarks for CRS 4134, amended ""coordinate system"" to ""coordinate reference system"". In remarks for CRS 4910-19, corrected CRS code references."
2004.184,3/26/2004,4/27/2004,EPSG,Correct Venezuela transformation name,Coordinate Operation,1095-96,,"In name, ""… WGS84 ..."" changed to  ""… WGS 84 ...""."
2004.19,3/17/2004,5/22/2004,EPSG,Correct tfm parameter sign reversibility,Coordinate Operation Method,9613-15 9633 9635,,"For tfm methods 9613, 9614, 9615, 9633 and 9635 changed coordinate operation parameter sign reversal from ""No"" to ""Yes""."
2004.191,5/22/2004,5/21/2005,EPSG,Check Norway tfm reversibility,Coordinate Operation Method,9620,,Added remarks on reversibility.
2004.2,3/26/2004,4/27/2004,EPSG,Correct Area of Use,Datum; Coordinate Operation,6640; 1955,,Corrected area of use.
2004.201,3/26/2004,4/27/2004,EPSG,Correct Area of Use,Coordinate Reference System,4982-83,,Corrected area of use from Yemen to Italy..
2004.21,4/7/2004,4/7/2004,EPSG,Correct remarks,Coordinate Reference System,4129 4160-61 4232 4259 4316-17 3439-40 23239-40 31600,,"In remarks, changed CS to CRS."
2004.211,4/7/2004,4/7/2004,EPSG,Correct remarks,Coordinate Reference System,5752,,"In remarks, changed  Bandar Abbas (code 5752) to Fao (code 5751)."
2004.212,4/7/2004,4/7/2004,EPSG,Correct remarks,Datum,5124,,Move information on datum origin from remarks field to datum origin field.
2004.22,3/25/2004,5/31/2004,"Emelie Nilsson, Lund University",Add data for Laos.,,,,"Added datums 6676-78, geogCRS 4676-78 4991 4993, geocentric CRS 4990 4992, conv 15560-63, tfm 1063-65 and 8651-52."
2004.23,4/7/2004,4/27/2004,EPSG,Add Guam data,,,,"Amended area 1337 to include Guam. Added proj method 9831, proj 15400, datum 6675, geogCRS 4675, projCRS 3993, tfm 1068-70."
2004.24,4/21/2004,4/27/2004,Marcus Schaber; Logitrak AG,Add Germany Berlin CRS,,,,"Added area 2898, proj 19996, projCRS 3068."
2004.25,4/22/2004,4/27/2004,EPSG,Add SIRGAS 2000 data,Datum; Coordinate Reference System; Coordinate Operation,6170; 4170 4974-75 31986-32000; 1581 1767 1774,,"Corrected area of use and amended name, alias and remarks for datum 6170. Added alias and remarks and amended info source to CRSs 4974-75. Added alias and remarks to geogCRS 4170 and projCRSs 31986-32000. Added datum 6674, CRSs 4674 4988-89 31971-85, tfm xxx"
2004.26,4/23/2004,4/27/2004,Ted Koch; State of Wisconsin,Add Wisconsin NAD83 TM,,,,Added proj  14811 and 14841; projCRS 3069-71.
2004.271,4/27/2004,10/14/2004,Melita Kennedy; ESRI,Add Maine 2000 systems,Coordinate Operation; Coordinate Reference System,11801-02 11831-82; 26783-4 26983-4 2802-3,,For Maine 2000 added proj 11851-53 and projCRS 3072-77; amended remarks for proj 11801-02 11831-82 and projCRS 26783-4 26983-4 2802-3; added aliases for projCRS 26783-4 26983-4 2802-3.
2004.272,4/27/2004,10/14/2004,Melita Kennedy; ESRI,Add Michigan Oblique Mercator,,,,Added proj 12150 and projCRS 3078-79.
2004.273,4/27/2004,10/14/2004,Melita Kennedy; ESRI,Add Texas state-wide systems,,,,Added proj 14251-54 and projCRS 3080-85.
2004.274,8/27/2004,10/14/2004,EPSG,Add Florida state-wide system,,,,Added proj 10934 and projCRS 3086-87.
2004.275,9/22/2004,10/14/2004,EPSG,Add Kentucky state-wide system,,,,Added proj 15375-6 and projCRS 3088-91.
2004.47,8/24/2004,8/24/2004,EPSG,Change transliteration spelling of Molodenski,Coordinate Operation,9604-05 9636,,"Changed spelling of transliterated name from ""Molodenski"" to ""Molodensky"" to accord with majority usage."
2004.48,9/1/2004,10/14/2004,EPSG,Add offshore Ireland transformations,Area; Coordinate Operation,2342 1311,,Offshore Ireland added to area 2342. Scope for Common Offshore tfm 1311 amended to include Irish CS. Added area 2961 and tfm 1853.
2004.49,9/1/2004,9/1/2004,EPSG,Amend area of use for Niger datum,Datum,6213,,"For datum 6213 (Beduaram), changed area of use from Niger (code 1177) to Niger SE (code 2771)."
2004.5,9/5/2004,10/14/2004,EPSG,Clarify Reunion Helmert tfm reversibility,Coordinate Operation,1926 1964,The tfm accuracy reflects the goodness of fit at derivation points. This cannot be replicated by operation method mathematics.,"For coordinate operations 1926 and 1964, changed remarks to include ""Errors of up to 0.5m may occur""."
2004.51,9/12/2004,10/14/2004,EPSG,Correct Jamaica CRS remarks,Coordinate Operation; Coordinate Reference System; Datum,19909-10; 24100 24200 4241-42; 6241-42,,"Amended remarks for projCRS 24200 from ""Supersedes 24100 (JAD69 / Jamaica National Grid)"" to ""Supersedes CRS code 24100 Jamaica 1875 / Jamaica (Old Grid)"". Amended remarks for proj 19909 from ""Supersedes Jamaica (New Grid)"" to ""Supersedes Jamaica National Grid"". Added information source to proj 19909-10; projCRS 24100 24200 geogCRS 4241-42; datum 6241-42."
2004.52,9/14/2004,9/14/2004,EPSG,Add tfm accuracy,Coordinate Operation,All valid,No alterations made to record revision date as a consequence of this addition. Records already deprecated not updated.,"Add coord_op_accuracy field to coordinate_operation table, populated all valid records."
2004.521,9/14/2004,9/14/2004,EPSG,Correct Azores tfm variant,Coordinate Operation,1968,,"Amended variant from ""CGC-Prt Az Mig 1m"" to ""CGC-Prt Az Mig 5m""."
2004.53,9/14/2004,9/14/2004,EPSG,Add missing UoM factors,Unit of Measure,9203,,For UoM 9203 inserted value of 1 into both factor B and factor C fields.
2004.54,10/1/2004,10/1/2004,EPSG,Amend area names,Area,1431 1433 2418,Area 1431 used by CRS 2019. Area 1433 used by CRSs 2021 17712 32192. Area 2418 used by tfm 1170.,"For Area 2418, changed area name from ""Caribbean - central"" to ""Caribbean - central (DMA tfm)"" and added to area of use ""Note: does not include other islands within this geographic area"". 

For area 1431 changed area of use from 
""Canada - Ontario - between 79 deg 30 min and 78 deg W in area to north of 47 deg N; between 80 deg 15 min and 78 deg W in area between 46 deg and 47 deg N; between 81 deg and 78 deg W in area south of 46 deg N."" to 
""Canada - Ontario - between 81 deg and 78 deg West: south of 46 deg North in area to west of 80 deg 15 min West, south of 47 deg North in area between 80 deg 15 min and 79 deg 30 min West, entire province between 79 deg 30 min and 78 deg West."". 

For area 1333 changed area of use from 
""Canada - Ontario - between 82 deg 30 min and 79 deg 30 min W in area to north of 47 deg N; between 82 deg 30 min and 80 deg 15 min W in area between 46 deg and 47 deg N; between 82 deg 30 min and 79 deg 30 min W in area north of 47 deg N. "" to 
""Canada - Ontario - between 82 deg 30 min and 79 deg 30 min West: north of 46 deg North in area between 82 deg 30 min and 80 deg 15 min West, north of 47 deg North in area between 80 deg 15 min and 79 deg 30 min West.""."
2004.55,10/6/2004,10/6/2004,EPSG,Correct Lithuania projCRS,Coordinate Reference System,2600,4126 had been deprecated due to name change - see change record 2003.381.,Changed source (base) CRS for projCRS 2600 from geogCRS 4126 to geogCRS 4669.
2004.56,10/12/2004,10/14/2004,Nicolas Lesage; IGN / DGIWG,Add France French DOM geocentric CRS data,,,"RGF95 already in dataset (CRS code 4966). NTF, CSG67, Guadeloupe 1948, Martinique 1938, Reunion 1947 are all classical 2D systems.",No change to dataset. Correspondent advised.
2004.561,10/12/2004,10/14/2004,EPSG,Add French DOM datum and CRS alias data,Datum; Coordinate Reference System; Coordinate Operation,5154-56 6622 6625 6626; 2970 2973 2990 4622 4625 4626 5756-58; 1904-05 1909-10 1926 1964,,"For datums 5154-56 6622 6625 6626, CRSs 2970 2973 2990 4622 4625 4626 5756-58, and tfms 1904-05 1909-11 1926 1964, replaced name and moved previous name to be alias:- horizontal: Fort Desaix>Martinque 1938, Sainte Anne>Guadeloupe 1948, Piton des Neiges>Reunion 1947; vertical: IGN 1987>Martinque 1987, IGN 1988>Guadeloupe 1988, IGN 1989>Reunion 1989. For datums 6622 6625 and 6626, added datum epoch."
2004.562,10/12/2004,4/14/2005,Nicolas Lesage; IGN / DGIWG,Add French Guiana UTM zone 21 projected CRS,,,"IGN confirm that UTM zone 22 is used for all French Guiana, including that west of 54 deg W.","Added area 3105. For datum 6623, CRS 4623 and 2971, tfm 1906 and 1908, changed area from ""French Guiana"" (area code 1097) to ""French Guiana - coastal area"" (area code 3105)."
2004.563,10/12/2004,10/13/2004,Nicolas Lesage; IGN / DGIWG,Add Reunion Gauss-Laborde projected CRS,,,This projection uses an unusual truncated method. It has been replaced by TM Reunion which uses the standard TM method. Noted in projCRS 2990 remarks.,No change to dataset. Correspondent advised.
2004.564,10/12/2004,10/14/2004,Nicolas Lesage; IGN / DGIWG,Correct Corsica vertical CRS,Datum; Coordinate Reference System,5120; 5721,,"For datum 5120, deleted alias and changed name from ""Nivellement General de la France - IGN78"" to ""IGN78 Corsica"". Changed alias ""NGF"" to ""IGN78""; deleted alias remarks. Added comment on supersession to remarks. Added datum 5189. For CRS 5721, deleted changed name from ""NGF IGN78"" to ""IGN78 Corsica"". Added comment on supersession to remarks. Added datum 5189, CRS 5791."
2004.565,10/12/2004,10/14/2004,Nicolas Lesage; IGN / DGIWG,"Add  vertical CRSs for St Pierre & Miquelon, Mayotte, Martinique, Guadeloupe",,,,Added datums 5190-93; vertCRSs 5792-95.
2004.566,10/12/2004,10/20/2004,EPSG,Correct spelling of French projected CRS alias,Coordinate Reference System,27572,,"In alias for CRS 27572, corrected spelling of ""etendu""."
2004.57,10/12/2004,10/14/2004,Barry Barrs; Exxon-Mobil,Add Brazil tfms.,,,,Added tfm 10089-93.
2004.58,10/12/2004,10/14/2004,Norm Olsen; Mentor Software,Correct miscellaneous CRS and Coordinate Operation parameters,Coordinate Reference System; Coordinate Operation,2091-92 2166-68 31278; 1471 1508 1534,"Correspondent was actively using deprecated records. See change records 2001.183, 2001.310, 2001.370, 2001.380 and 2002.360.",Correspondent advised that deprecated records should be excluded from active use of EPSG dataset.
2004.59,10/12/2004,4/7/2006,APSG,Add US GoM transformations,Area; Coordinate Operation,2172-74 2374; 8496,,"Added areas 3357-61 and tfms 15851-56. Deprecated tfm 8496. For area 2172, added Sigsbee Escarpment and Amery Terrace to area of use. For area 2173, added Lund South, Florida Plain and Campeche Escarpment to area of use. For area 2174, added Tortugas Valley to area of use. For area 2374 added “US Gulf of Mexico (GoM) OCS” to area of use."
2004.6,10/12/2004,10/16/2004,Norm Berls; Geoquest,Correct Oblique Mercator formula,Coordinate Operation Method,9812 9815,uc and vc not used in HOM method. Changes also made to GN7.,"In method 9815 (Oblique Mercator), equation for calculation of u, corrected ""SIGN(lon-lonc)"" to ""SIGN(latc)"". In method 9812 (Hotine Oblique Mercator), eliminated equations for calculation of uc and vc."
2004.61,10/12/2004,1/4/2005,David Digby,Correct Lambert Conic Near Conformal reverse formula,Coordinate Operation Method,9817,GN7 also amended.,"For coord op method 9817, amended significantly the reverse formula."
2004.621,10/12/2004,3/16/2006,Wayne Jauer; ExxonMobil,Improve printout from browse foms,,,,To be implemented once addressed by correspondent.
2004.622,10/12/2004,3/16/2006,Wayne Jauer; ExxonMobil,Add context-sensitive help to browse foms,,,,To be implemented once addressed by correspondent.
2004.623,10/12/2004,3/16/2006,Wayne Jauer; ExxonMobil,Add indexed and searchable help files,,,,To be implemented once addressed by correspondent.
2004.63,10/20/2004,10/22/2004,EPSG,Update Germany minerals tfm,Coordinate Reference System; Coordinate Operation,4230; 1052 1133 1998,,"Amended scope for tfm 1052 and 1133, remarks for tfm 1052 1133 and 1998; info source for tfm 1052. Added info source for tfm 1998. Amended area of use for CRS 4230."
2004.64,10/20/2004,4/14/2005,"Simon Cox, CSIRO",Add Australia-wide projections,,,Remaining requests referred back to correspondent for clarification.,Addedprojection 17359 and projCRS 3107.
2004.65,10/20/2004,5/21/2005,EPSG,Correct area bounding box for American Samoa,Area,1027,See change record 2005.230.,Amended bounding box to include territorial sea.
2004.66,10/23/2004,10/23/2004,EPSG,v6.6 release.,,,,
2004.67,10/28/2004,9/30/2005,EPSG,Add UKOOA P6 example transformations.,,,,"Added coord op parameters 8733-42. Deprecated coord op method 9622 and added replacement method 9666. For method 9624, changed name from ""Affine general parametric transformation"" to ""Affine parametric transformation"" (to match GN7-2) and for method 9623, changed name from ""Affine general geometric transformation"" to ""Affine geometric transformation"". For methods 9621, 9623 and 9624 changed method reversiblity from no to yes and added reversibility information to parameters, extended formula to cover reverse case. Deprecated datum 9312 and CRSs 5804-05; added datum 9315, CS 6511, CRS 5818, tfm 15744."
2004.68,10/28/2004,10/28/2004,Cememhehko; GeoNadir Moscow,Correct TM formula.,Coordinate Operation Method,9807,This is a problem in the transcription of Greek characters from GN7-2 to Access. It affects only the db copy of the GN7-2 formula - the GN itself is correct.,"In coord op method 9807, in formula for lat1 replaced right hand side occurances of ""lat1"" with ""mu1""; in example replaced ""phi1"" with ""lat1""."
2004.69,10/29/2004,10/30/2004,EPSG,Add Nigeria offshore transformations,,,,Added tfm 15705-06.
2004.7,11/2/2004,4/14/2005,Martin Redford; Petro-Canada,Add Libya transformations,Coordinate Operation,1859,,Added tfm 15707. Amended remarks and area of use for tfm 1859.
2004.71,11/9/2004,11/26/2004,"Ralph Buchholz; Planning Department,",Add Channel Islands data,,,,Added proj 19998-99 and projCRS 3108-09.
2004.721,11/23/2004,4/27/2005,Melita Kennedy; ESRI,Correct Romania VertCRS name,Coordinate Reference System,5781,,"Corrected CRS 5781 name from ""Constana"" to ""Constanta""."
2004.722,11/23/2004,11/26/2004,Melita Kennedy; ESRI,Correct Turkey Vertical datum detail,Datum,5173,,"For datum 5173, corrected name in origin description from ""Antalaya"" to ""Antalya""."
2004.723,11/23/2004,11/26/2004,Melita Kennedy; ESRI,Amend Canada VertCRS name,Coordinate Reference System; Datum,5713; 5114,,"For VertCRS 5713 and datum 5114, changed name from ""Canadian Vertical Datum of 1928"" to ""Canadian Geodetic Vertical Datum of 1928"", changed abbreviation from ""CVD28"" to ""CGVD28"", added aliases ""Canadian Vertical Datum of 1928"" and ""CVD28"", added information source. For datum 5114 also added origin description."
2004.724,11/23/2004,11/26/2004,Melita Kennedy; ESRI,Amend Azerbaijan VertCRS.,Coordinate Reference System,5734,,"Added Vert CRS 5797. For VertCRS 5734, moved reference to use as height system at Sangachal terminal from scope to remarks; in remarks also added cross reference to CRS 5797."
2004.725,11/23/2004,11/26/2004,Melita Kennedy; ESRI,Check European VertCRS name.,Coordinate Reference System; Datum,5730; 5129,Verified that nomenclature in EPSG dataset (EVRF2000) follows that of IAG subcommission for Europe (Euref).,Correspondent advised.
2004.73,12/20/2004,12/28/2004,"Nick Kirby, Shell",Add Philippines data,Coordinate Reference System; Datum,4253 25391-95; 6253,,"Added datum 6683, conversions 15564-65, CRSs 4994-5 4683 and 3121-25, tfm 15708. Added remarks to datum 6253 and CRSs 4253 and 25391-95."
2004.74,12/28/2004,12/28/2004,EPSG,Amend US Alabama tfm,Coordinate Operation,8590,,Corrected target CRS code from 4152 [NAD83(HARN)] to 4326 [WGS 84].
2004.75,12/28/2004,12/28/2004,EPSG,Correct HARN area,Area; Coordinate Operation,1337 2424; 15526-27,,Added PRVI to area code 1337. Deprecated area code 2424. For conversions 15526-27 changed area code from 2424 to 1337.
2005.01,1/6/2005,5/21/2005,Melita Kennedy; ESRI,Add Australia-wide projections,,,See also change request 2004.640.,Added projections 17360-62 and projCRSs 3110-12.
2005.02,1/6/2005,4/14/2005,Bernard Flaceliere; Total,Correct Syria transformation,Coordinate Operation,1584-86,,Deprecated tfm 1585. Added tfms 15741-43. Added further remarks and accuracy for tfm 1584. Added further remarks for tfm 1586.
2005.03,1/25/2005,4/14/2005,EPSG,Add Finland projCRS,,,,"Added area 3092-3104, proj 18183-90 and 18195-99, projCRS 3126-38."
2005.04,1/26/2005,5/27/2005,EPSG,Correct Mauritania transformation,Coordinate Operation,10094,,Deprecated tfm 10094 and added replacement 15709 in which source CRS was corrected.
2005.05,1/26/2005,4/27/2005,EPSG,Add Brazil transformations,Coordinate Operation,1549,,"Added tfm 15710-12. Deprecated tfm 1549, added replacement tfm 15754 with added remarks and amended tfm version."
2005.06,2/3/2005,5/27/2005,Claude Williamson; Landmark,Add Colombia data,,,,"Added area 3082-89, datum 6686, conv 15566-67, proj 18055-58, CRSs 4686 4996-97 3114-18, tfm 15714-38.  Added supersession remarks to datum 6218, CRS 4218."
2005.061,2/3/2005,5/27/2005,EPSG,Correct Colombia projCRSs,Coordinate Reference System; Coordinate Operation,21891-94; 18051,,"Deprecated projCRSs 21891-94. Added replacement CRSs 21896-99 in which CS corrected from easting, northing (X,Y) (CS code 4499) to northing, easting (X,Y) (CS code 4530) and supersession remarks added. For proj 18051, corrected remark ""6 west"" to ""3 west""."
2005.062,6/1/2005,7/1/2005,EPSG,Correct Colombia projCRSs,Coordinate Reference System,21817,,"Deprecated projCRSs 21817, Area 1602."
2005.07,2/1/2005,5/21/2005,Pete Murray; Brisbane City Council,Add Australia Brisbane data,,,,"Added area 2990, proj 17363 and projCRS 3113."
2005.075,2/7/2005,5/21/2005,Dag Lohmann; Risk Management Solutions,Correct Lambert azimuthal equal area formula,Coordinate Operation Method,9820,Corrections also made to GN7 in which equation for D also corrected.,For method 9820 corrected equations for beta and betaO.
2005.08,2/16/2005,4/14/2005,Melita Kennedy; ESRI,Add new Dutch transformation,,,,Added tfm 15739-40. Added supersession information and remarks to tfms 1066 and 1751.
2005.09,3/2/2005,5/14/2005,Miguel Manso; Polytechnical University of Madrid,"Add historic datums and atlas projections (Eckert, Molleweide, Robinson, etc.)",,,"""Atlas"" projection methods not to be included in EPSG db unless utilised for a CRS that itself is in use by several parties or used in data exchange.",Advised correspondent.
2005.101,3/9/2005,11/23/2005,Melita Kennedy; ESRI,Check CRS name - Kerguelen,Coordinate Reference System; Datum; Coordinate Operation,6631; 4631 2979; 1915,See also change record 2006.240.,Deprecated datum 6631 geogCRS 4631 projCRS 2979 and tfm 1915. Added replacement datum 6698 geogCRS 4698 projCRS 3336 and tfm 15850.
2005.102,3/9/2005,5/21/2005,Melita Kennedy; ESRI,Check CRS name - Maldives,Datum; Coordinate Reference System; Coordinate Operation,6233; 4233; 1894,"Industry records seem to have been confused after a code ""GAN"" was mistakenly associated with the datum named Gan. Records for a system in Democratic Republic of Congo called Gandajika not added, awaiting further information.","Deprecated datum 6233, CRS 4233, tfm 1894. Added datum 6684-85, CRS 4684-85, tfm 15713."
2005.11,3/17/2005,5/21/2005,EPSG,Saudi Arabia data,Area; Coordinate Reference System,1570 1571; 20438-39,,"Added projCRSs 20436 and 20440. For projCRS 20439 added scope and remarks concerning Kuwait. Changed Area 1570 (used by projCRS 20439) name from ""Saudi Arabia - E of 48 deg E"" to ""Asia - Middle East - Kuwait and Saudi - 48 to 54 deg E"" and area of use from ""Saudi Arabia - east of 48 deg East"" to ""Kuwait - east of 48 deg East. Saudi Arabia - between of 48 and 54 deg East"". Changed Area 1571 (used by projCRS 20438) area of use from ""Kuwait.  Saudi Arabia - between 42 and 48 deg East"" to ""Kuwait - west of 48 deg East. Saudi Arabia - between of 42 and 48 deg East""."
2005.12,3/29/2005,5/14/2005,"Paul Cooper, SCAR",Add Antarctica projCRS,,3031,,"Added area 2991-3081, proj 17204-94, CS 4471-88, projCRS 3204-3294. For CRS 3031 amended scope and info source url."
2005.13,3/30/2005,5/30/2005,Myles Sutherland; Trimble,Clarify NAD83 transformations,Coordinate Operation,1900-01,,Added alias NAD83(CORS96) to tfms 1900 and 1901. Added accuracy statement to scope of tfm 1901. Removed alias NAD83(CSRS) from tfm 1901.
2005.14,4/11/2005,5/27/2005,EPSG,Clarify area names,Area,1631-41 1755-62 1806-19 1823-37 1993-2119 2122-2132 2346,Area Name content is a cryptic summary of the content of the Area of Use field; use Area Name only for data maintenance purposes and Area of Use for displaying description of area.,Changed area names that resembled CRS names.
2005.141,5/12/2005,5/27/2005,EPSG,Delete duplicate areas,Area,2857-67,See change 2005.142.,Deprecated areas 2857-67.
2005.142,5/12/2005,5/27/2005,EPSG,Amend Europe area of use,Coordinate Reference System,3040-51,See change 2005.141.,"For CRSs 3040-3050, changed area code from 2857-66 and 2868 to 2122-32. For CRS 3051 changed area code from 2867 to 2868."
2005.143,4/12/2005,5/27/2005,EPSG,Correct Algeria area name,Area,1729,,"For area 1729, in area name changed 'of' to 'to'."
2005.144,6/6/2005,9/29/2005,EPSG,Clarify area names,Area,2000-2119; 1806-19; 1823-37,Area Name content is a cryptic summary of the content of the Area of Use field; use Area Name only for data maintenance purposes and Area of Use for displaying description of area.,"Deprecated areas 1806-13; for [scientific] SAD69 projCRSs 24168-71 and 29187-90, changed area code from 1806-13 to 1824-31 respectively. For areas 1814-1819 changed area name and area of use from South america to Brazil. Further changes to names of UTM zones used with global datums."
2005.145,6/6/2005,9/29/2005,EPSG,N limit of GK3 zones is 60 deg N.,Area,2655-2710,,Not confirmed.
2005.146,6/6/2005,7/1/2005,EPSG,Deprecate Sudan south area records,Area,1361 1846-47,See change record 2002.810.,"Deprecated area records 1361, 1846 and 1847."
2005.147,6/6/2005,7/1/2005,EPSG,Deprecate redundant France area record,Area,1353,,"Amended datums 6275 and 6807, CRSs 4275 and 4807 and tfms 1053 and 1054 to use area 1326 rather than 1353. Deprecated area 1353.."
2005.148,6/6/2005,7/1/2005,EPSG,Deprecate redundant Indonesia records,Area; Coordinate Reference System,1648 1661; 23886 23853,,Deprecated projCRSs 23853 and 23886 and associated Area records 1648 and 1661.
2005.15,4/14/2005,9/30/2005,EPSG,Resolve inconsistency between area of use of tfm 1119 and its source CRS.,Coordinate Operation,1113  1119,Area 2312 used by tfm 1113.,"Added datum 6695-97, geogCRS 4695-97, proj 17401-02 and 17412-30 (even  numbers), projCRS 3314-27. Deprecated datum 6685, CRS 4685 and tfm 1119. For area 2312, deleted Zaire from area name and area of use."
2005.16,4/14/2005,5/27/2005,EPSG,Correct Estonia proj area of use,Coordinate Operation,15505,,Changed area of use code from 1278 (Australian Antarctic) to 1090 (Estonia).
2005.17,4/20/2005,5/27/2005,"Rick Burris, Openspirit.",Correct Wisconsin TM parameter units,Coordinate Operation,14811,No change made to projCRS 3069 other than adding reference to change record.,"For proj 14811, changed unit from metre (code 9001) to degree (code 9102). Added change record reference to dependant projCRS code 3069."
